,0
Іван сів на пеньок і обдивився.,0
"Поляна була закидана вся трухлявими пнями, колючою сіткою гострих вершків, між якими вилась дика малина.",0
"Спідні галузки смерек, тонкі й посохлі, звисала додолу, як руда борода.",1
Сум знову обняв Івана.,0
Він знову був сам.,0
Марічка не йшла.,0
"Закурив люльку і вдивлявся в погонь, щоб чим-небудь скоротити чекання.",0
Мусила ж врешті прийти Марічка.,0
"Йому навіть здавалось, що він чує її ходу і тріск під ногами гіллячок.",-1
"Врешті, вона… Хотів встати і піти їй назустріч, але не встиг.",0
"Сухі гіллячки розсунулись тихо, і з лісу вийшов якийсь чоловік.",0
Він був без одежі.,0
"М'яке темне волосся покривало все його тіло, оточало круглі і добрі очі, заклинилось на бороді і звисало на грудях.",-1
Він склав на великий живіт зарослі вовною руки і підійшов до Івана.,1
Тоді Іван зразу його пізнав.,0
"Се був веселий чугайстир, добрий лісовий дух, що боронить людей од нявок.",1
Він був смертю для них: зловить і роздере.,-1
"Чугайстир добродушно всміхнувся, кліпнув лукаво оком і поспитав Івана:

- Куди побігла?",0
- Нявка.,0
"""Се він про Марічку,- з ляком подумав Іван, і серце сильно закалатало йому в грудях: - Ось чого вона зникла!…""

- Не знаю… Не видів,- байдужно обізвався Іван і запросив чугайстра:

- Сідайте.",0
"Чугайстир сів на пеньок, обтрусився з сухого листу і простяг до вогню ноги.",0
Обоє мовчали.,0
"Лісовий чоловік грівсь коло ватри та розтирав собі круглий живіт, а Іван думав уперто, яким би чином довше затримать чугайстра, щоб Марічка якнайдалі встигла втекти.",-1
Але чугайстир сам допоміг.,1
"Підморгнув до Івана лукавим оком і обізвався:

- Може б, ти трошки пішов зо мною у танець?",0
- А чому б ні?,0
- радо піднявся Іван.,1
"Докинув у ватру смеріччя, поглянув па постоли, обсмикнув сорочку на собі і став до танцю.",0
Чугайстир поклав волохаті руки на боки і вже хитався.,0
"- Ну, починай!…

Що ж, як починати, то починати.",0
"Іван тупнув на місці, виставив ногу, струснув усім тілом і поплив в легкім гуцульськім танці.",1
Перед ним смішно вихилявся чугайстир.,-1
"Він прижмурював очі, поцмокував ротом, трусив животом, а його ноги, оброслі, як у ведмедя, незграбно тупцяли на однім місці, згинались і розгинались, як грубі обіддя.",-1
"Танець, видимо, його загрівав.",0
"Він вже підскакував вище, присідав нижче, додавав собі духу веселим бурчанням і оддувався, неначе ковальський міх.",1
"Піт краплями виступав круг очей, стікав струмочком од чола до рота, під пахвами й на животі блищало у нього, як у коняки, а чугайстир вже розійшовся:

- Гайдук раз!",0
Ще такий!,0
- кричав на Івана і бив п'ятами в землю.,0
- Ще кривий!… Ще сліпий!…-піддавав жару Іван.,-1
- Го-го!,0
"Як танцювати, то танцювати.",0
- Най буде так!,0
"- плескав в долоні чугайстир, і присідав до землі, і крутився круг себе.",0
- Ха-ха-ха!,0
- хльоскав себе по стегнах Іван.,0
Хіба він не годен вже танцювати?,0
"Ватра розгорялась веселим вогнем і одділяла од танцюючих тіні, що корчились й бились на залитій світлом полянці.",0
Чугайстир втомлявся.,0
"Щохвилини підносив до лоба руку, всю в брудних нігтях, обтираючи піт, і вже не скакав, а тільки дрібно трусив волохатим тілом на місці.",0
"- Може, вже буде?",0
- сапав чугайстир.,0
"- Е, ні… ще трошки.",0
Іван і сам умлівав од утоми.,0
"Загрівся, був увесь мокрий, ноги боліли у нього, а груди ледве ловили віддих.",-1
"- Я ще заграю до танцю,- бадьорив він чугайстра й сягнув по флояру за черес.- Ти ще такої не чув, небоже…

Він заграв пісню, що підслухав у щезника в лісі: ""Є мої кози!… Є мої кози!…"" - і чугайстир, оживлений згуками пісні, знов вище підкидав п'яти, заплющив од вдоволення очі і наче забув про утому.",0
Тепер Марічка могла бути спокійна.,1
"""Тікай, Марічко… не бійся, душко… твій ворог танцює"",- співала флояра.",-1
"Шерсть прилипла до тіла чугайстра, наче він тільки що виліз з води, слина стікала цівкою з рота, одкритого втіхою рухів, він весь блищав при вогні, а Іван піддавав йому духу веселою грою і, наче в нестямі, в знемозі і в забутті, бив в камінь поляни ногами, з яких облетіли вже постоли…

Нарешті чугайстир знемігся.",0
"- Буде, не можу…

Впав на траву і важко сапав, заплющивши очі.",-1
Іван звалився на землю рядом з чугайстром.,0
І так дихали разом.,0
"Врешті чугайстир стиха хихикнув:

- Ну й вимахавсь нині я файно…

Пом'яв задоволено круглий живіт, покректав, розгладив на грудях волосся й почав прощатись.",0
"- Дякувать красно за танець…

- Ідіть здорові.",1
"- Май ся гаразд…

Розсунув сухі гіллячки смереки і впірнув в ліс.",0
Полянку знов обняли морок і тиша.,-1
Дотліваюча ватра кліпала в пітьмі одиноким червоним оком.,0
Але де була Марічка?,0
Іван мав ще багато їй розказати.,1
"Він чув потребу оповісти їй ціле своє життя, про свій тусок за нею, безрадісні дні, свою самотність серед ворогів, нещасливе подружжя… Але де вона була?",-1
Куди подалась?,0
"Може, наліво?",0
"Йому здалося, що він бачив її востаннє з лівого боку.",0
Іван подався наліво.,0
Тут була гущина.,0
"Смереки так тісно збилися в купу, що трудно було пролазить між їх шершавими пнями.",0
Сухі нижні гіллячки кололи йому лице.,-1
Але він йшов.,0
"Брів у густій пітьмі, спотикався і натикався безперестанку на стовбур.",0
"Часом йому здавалось, що хтось його кличе.",-1
"Ставав, затаївши у грудях віддих, і прислухався.",0
"Але ліс наливала така глибока тиша, що шелестіння сухих гіллячок, об які терся плечем, здавалось йому голосним лускотом пня, що валився, стятий сокирою, в лісі.",-1
"Іван йшов далі, простягнувши наперед руки, неначе сліпець, який ловить руками повітря зі страху наткнутись на перешкоду.",-1
"Раптом до його вуха долетіло тихеньке, ледве вловиме дихання:

- Іва!…

Голос ішов ззаду, десь з глибини, наче добувався крізь море смерекової глиці.",0
"Значить, Марічка була не тут.",0
Треба було вертатись назад.,-1
"Іван поспішавсь, стукавсь коліньми в смереки, одводив руками гіллячки і жмурив очі, щоб не наколотись на хвою.",0
"Ніч наче чіплялась йому за ноги і не пускала, а він волік її за собою та розпихав грудьми.",0
"Блукав уже довго, а не знаходив полянки.",0
Тепер земля під його ногами почала спускатись в долину.,0
Великі каміння перетинали йому дорогу.,1
"Він їх обходив, сковзаючись раз у раз на слизькім мху, спотикаючись на цупкому корінні, тримаючись за траву, щоб не зірватись.",0
"І знову з провалля, з-під його ніг, дійшов до нього слабенький поклик, заглушений лісом:

- Іва-а!…

Він хотів одгукнутись на голос Марічки, але не смів, щоб не почув чугайстир.",0
"Тепер вже звав, де має її шукати.",0
Податись управо і спуститися вниз.,0
"Але тут було іще крутіше, і здавалося дивним, як могла злізти звідси Марічка.",0
"Дрібні каміння сипались під ногами в Івана, з глухим гарчанням спадаючи в чорну глибінь.",-1
"Але він, зручний і звиклий до гір, умів спинитись на краю кручі і знов обережно шукав підпори для ніг.",1
Дедалі ставало трудніше спускатись.,0
"Раз мало не впав, та вхопився за виступ скелі і повис на руках.",0
"Не знав, що там під ним, але чув холод і зловісне дихання безодні, яка докривала на нього свою ненажерливу пащу.",-1
- Іва-а!,0
"- стогнала Марічка десь з глибини, і був у голосі тому поклик кохання і муки.",1
"- Іду, Марічко!",0
"- билась в Іванових грудях одповідь, лякаючись вилетіть звідти.",-1
Вів вже забув обережність.,1
"Скакав по каміннях, як дикий баран, ледве ловлячи віддих одкритим ротом, калічив руки і ноги, припадав грудьми до гострої скелі, тратив часами грунт під ногами і крізь гарячий туман бажання, в якому котився в долину, чув тільки, як його наглить дорогий голос:

- Іва-а!…

- Я тут!",0
"- крикнув Іван і почув раптом, що його тягне безодня.",-1
"Схопила за шию, перегнула назад.",-1
"Хапав руками повітря, ловив ногою камінь, одірваний нею, і чув, що летить вниз, сповнений холодком та дивною пусткою в тілі.",0
Чорна важка гора розправила крила смерек і вмить.,-1
"як птах, пурхнула над ним у небо, а гостра смертельна цікавість опекла мозок: об що стукнеться голова?",1
"Почув ще тріск кості, гострий до нестерпучості біль, що скорчив тіло,- і все розплилось в червонім вогні, в якому згоріло його життя…

Другої днини знайшли пастухи ледве живого Івана.",1
"x x x
Сумно повістувала трембіта горам про смерть.",-1
"Бо смерть тут має свій голос, яким промовляє до самотніх кичер.",-1
"Били копитами коні по каменистих плаях, і постоли шуршали у пітьмі ночі, як з леговищ людських, загублених в горах, поспішали сусіди на пізні вогні.",0
"Згинали перед тілом коліна, складали на груди мерцеві гроші - на перевіз душі, і мовчки засідали на лави.",0
"Мішали сиве волосся з вогнем червоних хусток, здоровий рум'янець з жовтим воском зморщених лиць.",1
Смертельне світло сплітало сітку однакових тіней на мертвім і на живих обличчях.,-1
"Драгліли вола багатих газдинь, тихо сяли старечі очі перед повагою смерті, мудрий спокій єднав життя і смерть, і грубі запрацьовані руки важко лежали у всіх на колінах.",-1
"Палагна поправляла полотно на мерцеві, а її пальці 20 чули холод мертвого тіла, тоді як теплий солодкавий дух воску, що стікав по свічках, підіймав з грудей до горла жалість.",-1
Трембіти плакали під вікном.,-1
"Жовте лице Івана спокійно лежало на полотні, замкнувши у собі щось тільки йому відоме, а праве око лукаво дивилось з-під піднятого трохи повіка на купку мідяних грошей на грудях, на стулені руки, в яких горіла свічка.",1
В головах тіла невидимо спочивала душа: вона ще не сміла вилетіть з хати.,0
"Палагна зверталась до неї, до тої ЗО самотньої душеньки мужа, що сиротливо тулилась до нерухомого тіла.",-1
"- Чому не заговориш до мене, чому не поглянеш, не позавиваєш мозолі на моїх пучках?",0
"А в котру онь доріжку вибираєшся, мужу, відки виглядати маю тебе?",0
"- голосила Палагна, і грубий голос її переривався в жалібних нотах.",-1
"- Файно голосить…- кивали головами старі сусідки і чули одвітні зітхання, що розпливались в шумі людських голосів.",-1
"- Ми разом пастушили в полонині… Раз якось паслисьмо вівці, та й звіяв студений вітер, гейби взимі… Така віхола крутить, що світку не видно, а він, небіжчик… - оповідав Єазда сусідам.",1
"А в сусідів уста ворушились од своїх згадок, бо годилось потішить засмучену душу, розлучену 8 ТІЛОМ.",-1
"- Ти пішов, а мене саму полишив… З ким же я буду тепер Єаздувати, з ким буду худібчину доглядати?…- питала чоловікову душу Палагна.",0
"В одчинені двері, просто з темної ночі, вступали у хату все нові гості.",0
"Згинались перед тілом коліна, бряжчали мідяні гроші на грудях в Івана, і посувались на лавах люди, щоб дати місце новим.",1
"Грубі свічі тихо топились, опливаючи воском, неначе сльозами, блідий поломінь лизав сперте повітря, і синій чад, змішавшись з нудним запахом воску та з випаром тіл, висів над глухим гомоном в хаті.",-1
Ставало тісно.,0
"Обличчя схилялися до облич, тепле дихання мішалось з диханням, упрілі чола ловили у себе блиск смертельного світла, що запалило мінливі вогні на дротяних запасках, на чересах та табівках.",0
"А хата усе сповнялась новими гістьми, що вже товпились біля порога.",1
Тіло рушало.,0
"Біласті плями, як лишаї, повзли по ньому ледве помітною тінню.",-1
"- Мужу мій солоденький, на біду-сь мя лишив… - жалілась Палагна.- Не буде кому ні у місто піти, ні принести, ні дати, ні взяти, ні привезти…

А за вікном тужливо повістувала про се трембіта, додаючи їй жалю.",-1
Чи не багато вже суму мала бідна душа?,0
"Така думка, видимо, таїлась під вагою гнітучого смутку, бо од порога починався вже рух.",-1
"Ще несміливо тупали ноги, пхалися лікті, гуркотів часом ослін, голоси рвались та мішались в глухому гомоні юрми.",-1
"І ось раптом високий жіночий сміх гостро розтяв важкі покрови суму, і стриманий гомін, наче поломінь, бухнув з-під шапки чорного диму.",-1
"- Ей, ти, носатий, купи у мене зайця!",0
"- басив зсередини молодий голос, і в одповідь йому покотився придушений сміх:

- Ха-ха!",1
"Носатий!…

- Не хочу.",0
Починалась забава.,1
"Ті, що сиділи ближче до дверей, повернулись спиною до тіла, готові приєднатись до гри.",1
"Весела усмішка розтягнула їм лиця, перед хвилею скуплені в смутку, а заєць переходив все далі і далі, захоплював ширше і ширше коло і вже добирався аж до мерця.",1
"- Ха-ха, горбатий!… Ха-ха, кривий!…

Світло коливалось од сміху і чаділо димом.",-1
"Один за другим гості вставали з лавок та розходились по кутках, де було весело й тісно.",-1
"По обличчю мерця все розростались плями, наче затаєні думки його ворушили, безперестанку міняючи вираз.",-1
В піднятому кутику вуст немов застрягло гірке міркування: що наше життя?,-1
"Як блиск на небі, як черешневий цвіт…

При сінешніх дверях вже цілувались.",1
- А на ким висиш?,0
- На Анничці чорнявій.,0
"Анничка буцім не хотіла і упиралась, але десятки рук випихали її з тісної юрми, і гарячі уста піддавали охоти:

- Йди, дівонько, йди…

І Анничка обіймала за шию того, що висів, та смачно цілувала в уста при загальних радісних криках.",0
Про тіло забули.,0
"Тільки три баби лишились при нім та скорботно дивились скляними очима, як по жовтім застиглім обличчі лазила муха.",0
Молодиці липли до гри.,0
"З очима, в яких ще не встигло згаснуть смертельне світло і затертись образ мерця, вони охоче йшли цілуватись, байдужі до чоловіків, які так само обіймали та тулили чужих жінок.",0
"Дзвінкі поцілунки лунали по хаті і сплітались з плачем сумної трембіти, що все ознаймляла далекі гори про смерть на самотній кичері.",-1
Палагна не голосила більше.,0
Вже було пізно і треба було прийняти гостей.,0
Веселість все розпалялась.,0
"Робилось душно, люди пріли у кептарах, дихали випаром поту, нудним чадом теплого воску та запахом трупа, що вже псувався.",0
"Всі говорили вголос, наче забули, чого вони тут, оповідали свої пригоди і реготались.",0
"Махали руками, гупали один одному в спину і моргали на челядь.",0
"Ті, що не містились у хаті, розклали на подвір'ї вогонь і справляли коло нього веселі грища.",1
"В сінях згасили світло, дівки дико пищали, а парубки душились од сміху.",-1
Забава трясла стінами хати та била хвилями зойку в спокійне ложе мерця.,1
Жовтий вогонь свічок притьмився в густому повітрі.,0
Навіть старі приймали участь в забаві.,1
"Безжурний регіт трусив їх сивим волоссям, розтягував зморшки та одкривав згнилі пеньки зубів.",0
"Вони помагали молодшим ловити челядь, наставивши руки, що вже тремтіли.",0
"Бряжчало намисто у молодиць на грудях, жіночий вереск роздирав вуха, гриміли ослони, зрушені з місця, і стукались в лаву, де лежав мрець.",-1
"- Ха-ха!… Ха-ха!…- котилось од покуті до порога, і цілі ряди людей згинались од сміху удвоє, придушивши руками живіт.",0
"Серед писку і глоти нестерпуче коцкав десь ""млин"" дерев'яним клекотом згуків.",-1
- Що має молоти?,0
- завзято вигукував мельник.,-1
"- Маємо кукурудзу…- пхались до нього дівки, і сварились між собою жиди, приліпивши довгі бороди з клоччя.",-1
"Тугий скруцак з рушника, мокрий і замашний, гатив з лускотом в спини направо й наліво.",-1
"Від нього тікали, серед реготу й крику, перекидаючи стрічних, збиваючи пил і псуючи повітря.",-1
"Поміст двигтів у хаті під вагою молодих ніг, і скакало на лаві тіло, трясучи жовтим обличчям, на якому усе ще грала загадкова усмішка смерті.",-1
"На грудях тихо бряжчали мідяні гроші, скинуті добрими душами на перевіз.",1
Під вікнами сумно ридали трембіти.,-1
