,text,labels
880,Навіть маржинка не давала колишньої втіхи.,-1
881,"Чи йому пороблено що, чи хто урік?",0
882,"Не мав до Палагни жалю, навіть кривди не чув у серці, хоч бився за неї з Юром.",-1
883,"Не з злості, а для годиться, коли люди звели.",-1
884,"Якби не Семен, його побратим, що заступивсь за Івана, може б, нічого не було.",0
885,"Бо, стрівшись раз в корчмі, Семен вдарив Юру в лице.",-1
886,"- А ти, лайдаку якийсь, тобі що до Палагни, не маєш своєї жони?",0
887,Тоді Іванові соромно стало.,0
888,"Він скочив до Юри:

- Пазь своєї Гафії, а моєї не руш!",0
889,- І затряс барткою в Юри перед лицем.,0
890,- Ти купив її на торзі?,0
891,- спалахнув Юра.,0
892,Його бартка так само мигтіла перед очима в Івана.,0
893,"- Потеруха б тя стерла!…

- Опришку єден!…

- На, маєш.",0
894,"- Іван тяв перший, просто в чоло.",1
895,"Але Юра, умиваючись кров'ю, встиг рубанути Івана між очі і об'юшив його аж до Грудей.",0
896,"Посліпли обоє од хвилі гарячої крові, що заливала їм очі, а все ж кресали бартку об бартку, усе гатили один одному в груди.",0
897,"Вони танцювали смертельний танець, оті червоні маски, з яких парувала гаряча кров.",0
898,"Юра мав вже скалічену руку, але щасливим вдаром раптом зламав надвоє Іванову бартку.",-1
899,"Іван зігнувся, чекаючи смерті, та Юра вгамував свою лють на бігу і гарним, величним рухом одкинув набік свій топірець.",0
900,"- На безоружного з бартков не йду!…

Тоді вони взялись за барки.",0
901,їх ледве розборонили.,0
902,"Ну, що ж. Іван обмив свої рани, закрасивши Черемош кров'ю, та й пішов межи вівці.",-1
903,Там знайшов свій спочинок й розраду.,0
904,Однак бійка не помогла.,-1
905,"Все залишилось, як було.",0
906,"Так само Палагна не трималася хати, так само марнів Іван.",1
907,"Його шкура зчорніла та обліпила кості, очі запались ще глибше, його жерли гарячка, роздратовання і неспокій.",-1
908,Він навіть втратив охоту до їжі.,0
909,"""Не інакше, як мольфарова справа,- гірко думав Іван,- наважився на життя, хоче з світу мя звести та й сушить…""

Він ходив до ворожки, та одвертала,- не помогло: відай, мольфар сильніший.",1
910,Іван навіть упевнився у тім.,0
911,"Проходячи якось повз хату Юри, він почув голос Палагни.",0
912,Невже вона?,0
913,Йому сперло у грудях.,0
914,"Притиснувши серце рукою, Іван приклав вухо до брасі ми.",0
915,Не помилився.,0
916,Там була Палагна.,0
917,"Шукаючи шпари, щоб зазирнути у двір, Іван тихо посувався попід баркан.",0
918,"Нарешті йому удалось знайти якусь дірку у баркані, і він побачив Палагну і мольфара.",-1
919,Юра.,0
920,"зігнувшись, тримав перед Палагною глиняну ляльку і тикав пальцями в неї од ніг до голови.",0
921,"- Б'ю кілок тут,- шептав зловісно,- і сохнуть руки та й ноги.",0
922,"В живіт - карається на живіт; не годен їсти…

- А єкби у голову вбив?",-1
923,- питала цікаво Палагна.,0
924,"- Тоді гине в той мах…

Се ж вони на нього змовлялись!…

Свідомість того туманом шибнула до голови Івана.",-1
925,От скочить через баркан і забити обох на місці.,0
926,"Іван стиснув рукою бартку, зміряв очима баркан, але раптом зів'яв.",-1
927,Знесилля й байдужність знову обняли все його тіло.,0
928,Нащо?,0
929,До чого?,0
930,"Так вже, певно, йому судилось.",0
931,"Він змерз одразу, безсило опустив бартку і посунувся далі.",0
932,"Ішов спустілий, не чуючи землі під ногами, згубивши стежку.",0
933,Червоні круги літали перед його очима та розпливались по горах.,0
934,Куди він йшов?,0
935,Не міг навіть згадати.,0
936,"Блукав без мети, злазив на гори, спускався і підіймався, куди ноги носили.",-1
937,"Нарешті побачив, що сидить над рікою.",0
938,"Вона клекотіла та шуміла під ногами у нього, ся кров зелена зелених гір, а він вдивлявся без тями в її бистрину, аж нарешті в його стомленім мозку засвітилась перша ясніша думка: на сім місці брела колись Марічка.",1
939,Тут її взяла вода.,0
940,"Тоді вже згадки самі почали зринати одна по одній, наливати порожні груди.",-1
941,"Він знов бачив Марічку, її миле обличчя, її просту і щиру ласкавість, чув її голос, її співанки… ""Ізгадай мні, мій миленький, два рази на днину, а я тебе ізгадаю сім раз на годину…"" І от тепер нічого того нема.",1
942,"Нема й не вернеться вже, як не може ніколи вернутись на ріці піна, що спливла за водою.",-1
943,"Колись Марічка, а тепер він… Вже його зірка ледве тримається в небі, готова скотитись.",1
944,Бо що наше життя?,0
945,"Як блиск на небі, як черешневий цвіт… нетривке й дочасне.",1
946,"Сонце сховалось за гори, в тихих вечірніх тінях закурились гуцульські хати.",1
947,"Синій дим вився крізь шпари дахівок, густо окутував хати, що розцвітались на зелені гір, як великі блакитні квітки.",0
948,"Тусок обіймав серце Івана, душа банувала за чимсь кращим, хоч невідомим, тяглася в інші, кращі світи, де можна б спочити.",1
949,"А коли надійшла ніч і чорні гори блимнули світлом самотніх осель, як потвори злим оком, Іван почув, що сили ворожі сильніші за нього, що він вже поліг у боротьбі.",-1
950,"x x x
Іван прокинувсь.",0
951,"- Вставай,-будила його Марічка.-- Вставай і ходім.",0
952,Він глянув на таї і анітрошки не здивувався.,0
953,"Добре, що Марічка нарешті прийшла.",1
954,Підвівся і вийшов з нею.,0
955,"Вони мовчки здіймалися вгору, і, хоч була вже ніч, Іван виразно бачив при світлі зірок її обличчя.",0
956,"Перелізли вориння, що одділяло царинку од лісу, і вступили у густу заросль смерічок.",0
957,- Чогось так змарнів?,0
958,Ци ти недужий?,0
959,- обізвалась Марічка.,0
960,"- За тобов, душко Марічко… за тобов банував…- Не питав, куди йдуть.",0
961,Йому було так добре з нею.,1
962,"- Чи пам'ятаєш, серце Іванку, як ми сходились тут, у сему лісі: ти мені йграв, а я закладала свої руки тобі за шию та й цілувала кучерики любі?",0
963,"- Ой пам'ятаю, Марічко, й повік не забуду…

Він бачив перед собою Марічку, але йому дивно, бо він разом з тим знає, що то не Марічка, а нявка.",0
964,"Йшов поруч із нею й боявся пустити Марічку вперед, щоб не побачить криваву дірку ззаду у неї, де видно серце, утробу і все, як се у нявки буває.",-1
965,"На вузьких стежках він туливсь до Марічки, аби йти рядом, аби не лишитися ззаду, і чув тепло її тіла.",0
966,- Давно я мала тебе спитати: за що ти вдарив мене в лице?,-1
967,"Тоді, пам'ятаєш, як билась стариня наша, а я тремтіла під возом, бачачи кров…

- Ти побігла потому, я кинув твої уплітки в воду, а ти дала мені цукерок…

- Я тебе покохала одразу…

Вони все заглублялися в ліс.",-1
968,"Чорні смереки добродушно простягали над ними свої мохнаті лаби, наче благословляли, скрізь панувала строга, в собі замкнута тиша, і тільки в долинах розбивалася шумом піниста сваволя потоків.",-1
969,- Раз я хотіла тебе налякати й сховалась.,-1
970,"Запорпалась в мох, зарилась у папороть і лежала тихенько.",-1
971,"Ти кликав, шукав, мало не плакав.",-1
972,А я лежала й дусила у собі сміх.,-1
973,"А коли врешті знайшов, шо ти зробив зо мною?…

- Ха-ха!",0
974,"- Ігій!… Безвстиднику єден…

Мило надула губи і так лукаво поглядала на нього.",0
975,- Ха-ха!,0
976,- сміявся Іван.,0
977,"- сміялися обоє, притулившись до себе.",0
978,"Вона нагадала йому всі їхні дитячі забави, холодні купелі у потоках, жарти і співанки, страхи і втіхи, гарячі обійми і муку розлуки.",-1
979,"Всі ті милі дрібнички, які гріли їм серце.",0
980,"- Чому так довго не вертав з полонини, Іванку?",0
981,Що там робив-есь?,0
982,"Івана кортіло їй розказати, як його кликала у полонині лісна, прибравши голос Марічки, але він обминав тоту згадку.",0
983,Свідомість його двоїлась.,0
984,"Чув, що коло його Марічка, і знав, що Марічки нема на світі, що се хтось інший веде його у безвісті, у недеї, щоб там загубити.",1
985,"А проте йому добре було, він йшов за її сміхом, за її щебетанням дівочим, не боячись нічого, легкий й щасливий, яким був колись.",1
986,"Всі його клопоти і турботи, страх смерті, Палагна і ворожий мольфар - все кудись щезло, все одлетіло, наче ніколи нічого такого не було.",-1
987,"Безжурна молодість й радість знову водили його по сих безлюдних верхах, таких мертвих й самотніх, що навіть лісовий шепіт не міг вдержатись там та спливав у долину шумом потоків.",-1
988,"- А я тебе все виглядала та й все чекала, коли з полонини повернеш.",0
989,"Не їла, не спала, співанки розгубила, світ мні зів'яв… Поки ми ся та й любили, сухі дуби цвіли, а як ми ся розлучили, сиренькі пов'яли…

- Не кажи так, Марічко, не кажи, любко… Тепер ми вже разом та й довіку укупі будем…

- Довіку?",1
990,"Ха-ха…

Іван здригнувся і став.",0
991,Сухий зловісний сміх різнув йому по серці.,0
992,Неймовірно озирнувся на неї.,1
993,"- Смієшся, Марічко?",0
994,"- Що ти, Іванку!",0
995,Я не сміялась.,0
996,То тобі вчулось.,0
997,Ти вже пристав?,0
998,Тобі трудно іти?,0
999,Ходім ще трошки.,0
1000,"Ходімо!…

Вона благала - і він пішов далі, міцно притиснувшись плечем до плеча, з одним бажанням - йти так, щоб не лишитись позаду і не побачить, що у Марічки замість одежі, замість спини… Е, що там… не хотів думать.",-1
1001,Ліс все густішав.,0
1002,"Прілий дух гнилих пнів, запах кладовища лісного йшов на них з пущі, де трухліли мертві смереки та гніздились погані гриби - гадяр і голубінка.",-1
1003,"Великі каміння холоділи під слизьким мохом, голі корні смерек заплітали стежки, вкриті верствою сухої глиці.",1
1004,"Вони йшли далі й далі, забирались в холодний і непривітний глиб верховинних лісів.",-1
1005,Прийшли на полянку.,0
1006,"Тут було трохи ясніше, смереки наче замкнули поза собою чорність глибокої ночі.",1
1007,Враз Марічка здригнулась і стала.,0
1008,Витягла шию і наслухала.,0
1009,"Іван помітив, як тривога слизнула по обличчі у неї, звела її брови.",-1
1010,Що сталось?,0
1011,"Але Марічка нетерпляче спинила його питання, поклала палець на губи на знак мовчання і раптом зникла.",-1
1012,"Все се сталось так несподівано й чудно, що Іван не встиг спам'ятатись.",-1
1013,"Чого вона налякалась, куди й чого втекла?",0
1014,"Він постояв трохи па місці, сподіваючись, що Марічка надійде зараз, але коли її довго не було, він стиха покликав:

- Марічко!…

М'яке запинало смерекового гілля ковтнуло той поклик, і знов було тихо.",0
1015,Іван стривоживсь.,0
1016,"Хотів шукати Марічку, але не звав, в який бік іти, бо не помітив, куди вона зникла.",0
1017,Ще готова десь заблудитись у лісі або зірватись у прірву.,1
1018,Чи не покласти ватру?,0
1019,"Побачить вогонь і буде знати, куди вернутись.",0
1020,Іван накидав сухих галузок і підпалив.,0
1021,Вогонь потрішав трохи підсподом і вигнав дим.,-1
1022,"А коли дим заметавсь над вогнем, заметалися тіні кострубатих смерек і залюднили полянку.",-1
1023,Іван сів на пеньок і обдивився.,0
1024,"Поляна була закидана вся трухлявими пнями, колючою сіткою гострих вершків, між якими вилась дика малина.",0
1025,"Спідні галузки смерек, тонкі й посохлі, звисала додолу, як руда борода.",1
1026,Сум знову обняв Івана.,0
1027,Він знову був сам.,0
1028,Марічка не йшла.,0
1029,"Закурив люльку і вдивлявся в погонь, щоб чим-небудь скоротити чекання.",0
1030,Мусила ж врешті прийти Марічка.,0
1031,"Йому навіть здавалось, що він чує її ходу і тріск під ногами гіллячок.",-1
1032,"Врешті, вона… Хотів встати і піти їй назустріч, але не встиг.",0
1033,"Сухі гіллячки розсунулись тихо, і з лісу вийшов якийсь чоловік.",0
1034,Він був без одежі.,0
1035,"М'яке темне волосся покривало все його тіло, оточало круглі і добрі очі, заклинилось на бороді і звисало на грудях.",-1
1036,Він склав на великий живіт зарослі вовною руки і підійшов до Івана.,1
1037,Тоді Іван зразу його пізнав.,0
1038,"Се був веселий чугайстир, добрий лісовий дух, що боронить людей од нявок.",1
1039,Він був смертю для них: зловить і роздере.,-1
1040,"Чугайстир добродушно всміхнувся, кліпнув лукаво оком і поспитав Івана:

- Куди побігла?",0
1041,- Нявка.,0
1042,"""Се він про Марічку,- з ляком подумав Іван, і серце сильно закалатало йому в грудях: - Ось чого вона зникла!…""

- Не знаю… Не видів,- байдужно обізвався Іван і запросив чугайстра:

- Сідайте.",0
1043,"Чугайстир сів на пеньок, обтрусився з сухого листу і простяг до вогню ноги.",0
1044,Обоє мовчали.,0
1045,"Лісовий чоловік грівсь коло ватри та розтирав собі круглий живіт, а Іван думав уперто, яким би чином довше затримать чугайстра, щоб Марічка якнайдалі встигла втекти.",-1
1046,Але чугайстир сам допоміг.,1
1047,"Підморгнув до Івана лукавим оком і обізвався:

- Може б, ти трошки пішов зо мною у танець?",0
1048,- А чому б ні?,0
1049,- радо піднявся Іван.,1
1050,"Докинув у ватру смеріччя, поглянув па постоли, обсмикнув сорочку на собі і став до танцю.",0
1051,Чугайстир поклав волохаті руки на боки і вже хитався.,0
1052,"- Ну, починай!…

Що ж, як починати, то починати.",0
1053,"Іван тупнув на місці, виставив ногу, струснув усім тілом і поплив в легкім гуцульськім танці.",1
1054,Перед ним смішно вихилявся чугайстир.,-1
1055,"Він прижмурював очі, поцмокував ротом, трусив животом, а його ноги, оброслі, як у ведмедя, незграбно тупцяли на однім місці, згинались і розгинались, як грубі обіддя.",-1
1056,"Танець, видимо, його загрівав.",0
1057,"Він вже підскакував вище, присідав нижче, додавав собі духу веселим бурчанням і оддувався, неначе ковальський міх.",1
1058,"Піт краплями виступав круг очей, стікав струмочком од чола до рота, під пахвами й на животі блищало у нього, як у коняки, а чугайстир вже розійшовся:

- Гайдук раз!",0
1059,Ще такий!,0
1060,- кричав на Івана і бив п'ятами в землю.,0
1061,- Ще кривий!… Ще сліпий!…-піддавав жару Іван.,-1
1062,- Го-го!,0
1063,"Як танцювати, то танцювати.",0
1064,- Най буде так!,0
1065,"- плескав в долоні чугайстир, і присідав до землі, і крутився круг себе.",0
1066,- Ха-ха-ха!,0
1067,- хльоскав себе по стегнах Іван.,0
1068,Хіба він не годен вже танцювати?,0
1069,"Ватра розгорялась веселим вогнем і одділяла од танцюючих тіні, що корчились й бились на залитій світлом полянці.",0
1070,Чугайстир втомлявся.,0
1071,"Щохвилини підносив до лоба руку, всю в брудних нігтях, обтираючи піт, і вже не скакав, а тільки дрібно трусив волохатим тілом на місці.",0
1072,"- Може, вже буде?",0
1073,- сапав чугайстир.,0
1074,"- Е, ні… ще трошки.",0
1075,Іван і сам умлівав од утоми.,0
1076,"Загрівся, був увесь мокрий, ноги боліли у нього, а груди ледве ловили віддих.",-1
1077,"- Я ще заграю до танцю,- бадьорив він чугайстра й сягнув по флояру за черес.- Ти ще такої не чув, небоже…

Він заграв пісню, що підслухав у щезника в лісі: ""Є мої кози!… Є мої кози!…"" - і чугайстир, оживлений згуками пісні, знов вище підкидав п'яти, заплющив од вдоволення очі і наче забув про утому.",0
1078,Тепер Марічка могла бути спокійна.,1
1079,"""Тікай, Марічко… не бійся, душко… твій ворог танцює"",- співала флояра.",-1
1080,"Шерсть прилипла до тіла чугайстра, наче він тільки що виліз з води, слина стікала цівкою з рота, одкритого втіхою рухів, він весь блищав при вогні, а Іван піддавав йому духу веселою грою і, наче в нестямі, в знемозі і в забутті, бив в камінь поляни ногами, з яких облетіли вже постоли…

Нарешті чугайстир знемігся.",0
1081,"- Буде, не можу…

Впав на траву і важко сапав, заплющивши очі.",-1
1082,Іван звалився на землю рядом з чугайстром.,0
1083,І так дихали разом.,0
1084,"Врешті чугайстир стиха хихикнув:

- Ну й вимахавсь нині я файно…

Пом'яв задоволено круглий живіт, покректав, розгладив на грудях волосся й почав прощатись.",0
1085,"- Дякувать красно за танець…

- Ідіть здорові.",1
1086,"- Май ся гаразд…

Розсунув сухі гіллячки смереки і впірнув в ліс.",0
1087,Полянку знов обняли морок і тиша.,-1
1088,Дотліваюча ватра кліпала в пітьмі одиноким червоним оком.,0
1089,Але де була Марічка?,0
1090,Іван мав ще багато їй розказати.,1
1091,"Він чув потребу оповісти їй ціле своє життя, про свій тусок за нею, безрадісні дні, свою самотність серед ворогів, нещасливе подружжя… Але де вона була?",-1
1092,Куди подалась?,0
1093,"Може, наліво?",0
1094,"Йому здалося, що він бачив її востаннє з лівого боку.",0
1095,Іван подався наліво.,0
1096,Тут була гущина.,0
1097,"Смереки так тісно збилися в купу, що трудно було пролазить між їх шершавими пнями.",0
1098,Сухі нижні гіллячки кололи йому лице.,-1
1099,Але він йшов.,0
1100,"Брів у густій пітьмі, спотикався і натикався безперестанку на стовбур.",0
1101,"Часом йому здавалось, що хтось його кличе.",-1
1102,"Ставав, затаївши у грудях віддих, і прислухався.",0
1103,"Але ліс наливала така глибока тиша, що шелестіння сухих гіллячок, об які терся плечем, здавалось йому голосним лускотом пня, що валився, стятий сокирою, в лісі.",-1
1104,"Іван йшов далі, простягнувши наперед руки, неначе сліпець, який ловить руками повітря зі страху наткнутись на перешкоду.",-1
1105,"Раптом до його вуха долетіло тихеньке, ледве вловиме дихання:

- Іва!…

Голос ішов ззаду, десь з глибини, наче добувався крізь море смерекової глиці.",0
1106,"Значить, Марічка була не тут.",0
1107,Треба було вертатись назад.,-1
1108,"Іван поспішавсь, стукавсь коліньми в смереки, одводив руками гіллячки і жмурив очі, щоб не наколотись на хвою.",0
1109,"Ніч наче чіплялась йому за ноги і не пускала, а він волік її за собою та розпихав грудьми.",0
1110,"Блукав уже довго, а не знаходив полянки.",0
1111,Тепер земля під його ногами почала спускатись в долину.,0
1112,Великі каміння перетинали йому дорогу.,1
1113,"Він їх обходив, сковзаючись раз у раз на слизькім мху, спотикаючись на цупкому корінні, тримаючись за траву, щоб не зірватись.",0
1114,"І знову з провалля, з-під його ніг, дійшов до нього слабенький поклик, заглушений лісом:

- Іва-а!…

Він хотів одгукнутись на голос Марічки, але не смів, щоб не почув чугайстир.",0
1115,"Тепер вже звав, де має її шукати.",0
1116,Податись управо і спуститися вниз.,0
1117,"Але тут було іще крутіше, і здавалося дивним, як могла злізти звідси Марічка.",0
1118,"Дрібні каміння сипались під ногами в Івана, з глухим гарчанням спадаючи в чорну глибінь.",-1
1119,"Але він, зручний і звиклий до гір, умів спинитись на краю кручі і знов обережно шукав підпори для ніг.",1
1120,Дедалі ставало трудніше спускатись.,0
1121,"Раз мало не впав, та вхопився за виступ скелі і повис на руках.",0
1122,"Не знав, що там під ним, але чув холод і зловісне дихання безодні, яка докривала на нього свою ненажерливу пащу.",-1
1123,- Іва-а!,0
1124,"- стогнала Марічка десь з глибини, і був у голосі тому поклик кохання і муки.",1
1125,"- Іду, Марічко!",0
1126,"- билась в Іванових грудях одповідь, лякаючись вилетіть звідти.",-1
1127,Вів вже забув обережність.,1
1128,"Скакав по каміннях, як дикий баран, ледве ловлячи віддих одкритим ротом, калічив руки і ноги, припадав грудьми до гострої скелі, тратив часами грунт під ногами і крізь гарячий туман бажання, в якому котився в долину, чув тільки, як його наглить дорогий голос:

- Іва-а!…

- Я тут!",0
1129,"- крикнув Іван і почув раптом, що його тягне безодня.",-1
1130,"Схопила за шию, перегнула назад.",-1
1131,"Хапав руками повітря, ловив ногою камінь, одірваний нею, і чув, що летить вниз, сповнений холодком та дивною пусткою в тілі.",0
1132,Чорна важка гора розправила крила смерек і вмить.,-1
1133,"як птах, пурхнула над ним у небо, а гостра смертельна цікавість опекла мозок: об що стукнеться голова?",1
1134,"Почув ще тріск кості, гострий до нестерпучості біль, що скорчив тіло,- і все розплилось в червонім вогні, в якому згоріло його життя…

Другої днини знайшли пастухи ледве живого Івана.",1
1135,"x x x
Сумно повістувала трембіта горам про смерть.",-1
1136,"Бо смерть тут має свій голос, яким промовляє до самотніх кичер.",-1
1137,"Били копитами коні по каменистих плаях, і постоли шуршали у пітьмі ночі, як з леговищ людських, загублених в горах, поспішали сусіди на пізні вогні.",0
1138,"Згинали перед тілом коліна, складали на груди мерцеві гроші - на перевіз душі, і мовчки засідали на лави.",0
1139,"Мішали сиве волосся з вогнем червоних хусток, здоровий рум'янець з жовтим воском зморщених лиць.",1
1140,Смертельне світло сплітало сітку однакових тіней на мертвім і на живих обличчях.,-1
1141,"Драгліли вола багатих газдинь, тихо сяли старечі очі перед повагою смерті, мудрий спокій єднав життя і смерть, і грубі запрацьовані руки важко лежали у всіх на колінах.",-1
1142,"Палагна поправляла полотно на мерцеві, а її пальці 20 чули холод мертвого тіла, тоді як теплий солодкавий дух воску, що стікав по свічках, підіймав з грудей до горла жалість.",-1
1143,Трембіти плакали під вікном.,-1
1144,"Жовте лице Івана спокійно лежало на полотні, замкнувши у собі щось тільки йому відоме, а праве око лукаво дивилось з-під піднятого трохи повіка на купку мідяних грошей на грудях, на стулені руки, в яких горіла свічка.",1
1145,В головах тіла невидимо спочивала душа: вона ще не сміла вилетіть з хати.,0
1146,"Палагна зверталась до неї, до тої ЗО самотньої душеньки мужа, що сиротливо тулилась до нерухомого тіла.",-1
1147,"- Чому не заговориш до мене, чому не поглянеш, не позавиваєш мозолі на моїх пучках?",0
1148,"А в котру онь доріжку вибираєшся, мужу, відки виглядати маю тебе?",0
1149,"- голосила Палагна, і грубий голос її переривався в жалібних нотах.",-1
1150,"- Файно голосить…- кивали головами старі сусідки і чули одвітні зітхання, що розпливались в шумі людських голосів.",-1
1151,"- Ми разом пастушили в полонині… Раз якось паслисьмо вівці, та й звіяв студений вітер, гейби взимі… Така віхола крутить, що світку не видно, а він, небіжчик… - оповідав Єазда сусідам.",1
1152,"А в сусідів уста ворушились од своїх згадок, бо годилось потішить засмучену душу, розлучену 8 ТІЛОМ.",-1
1153,"- Ти пішов, а мене саму полишив… З ким же я буду тепер Єаздувати, з ким буду худібчину доглядати?…- питала чоловікову душу Палагна.",0
1154,"В одчинені двері, просто з темної ночі, вступали у хату все нові гості.",0
1155,"Згинались перед тілом коліна, бряжчали мідяні гроші на грудях в Івана, і посувались на лавах люди, щоб дати місце новим.",1
1156,"Грубі свічі тихо топились, опливаючи воском, неначе сльозами, блідий поломінь лизав сперте повітря, і синій чад, змішавшись з нудним запахом воску та з випаром тіл, висів над глухим гомоном в хаті.",-1
1157,Ставало тісно.,0
1158,"Обличчя схилялися до облич, тепле дихання мішалось з диханням, упрілі чола ловили у себе блиск смертельного світла, що запалило мінливі вогні на дротяних запасках, на чересах та табівках.",0
1159,"А хата усе сповнялась новими гістьми, що вже товпились біля порога.",1
1160,Тіло рушало.,0
1161,"Біласті плями, як лишаї, повзли по ньому ледве помітною тінню.",-1
1162,"- Мужу мій солоденький, на біду-сь мя лишив… - жалілась Палагна.- Не буде кому ні у місто піти, ні принести, ні дати, ні взяти, ні привезти…

А за вікном тужливо повістувала про се трембіта, додаючи їй жалю.",-1
1163,Чи не багато вже суму мала бідна душа?,0
1164,"Така думка, видимо, таїлась під вагою гнітучого смутку, бо од порога починався вже рух.",-1
1165,"Ще несміливо тупали ноги, пхалися лікті, гуркотів часом ослін, голоси рвались та мішались в глухому гомоні юрми.",-1
1166,"І ось раптом високий жіночий сміх гостро розтяв важкі покрови суму, і стриманий гомін, наче поломінь, бухнув з-під шапки чорного диму.",-1
1167,"- Ей, ти, носатий, купи у мене зайця!",0
1168,"- басив зсередини молодий голос, і в одповідь йому покотився придушений сміх:

- Ха-ха!",1
1169,"Носатий!…

- Не хочу.",0
1170,Починалась забава.,1
1171,"Ті, що сиділи ближче до дверей, повернулись спиною до тіла, готові приєднатись до гри.",1
1172,"Весела усмішка розтягнула їм лиця, перед хвилею скуплені в смутку, а заєць переходив все далі і далі, захоплював ширше і ширше коло і вже добирався аж до мерця.",1
1173,"- Ха-ха, горбатий!… Ха-ха, кривий!…

Світло коливалось од сміху і чаділо димом.",-1
1174,"Один за другим гості вставали з лавок та розходились по кутках, де було весело й тісно.",-1
1175,"По обличчю мерця все розростались плями, наче затаєні думки його ворушили, безперестанку міняючи вираз.",-1
1176,В піднятому кутику вуст немов застрягло гірке міркування: що наше життя?,-1
1177,"Як блиск на небі, як черешневий цвіт…

При сінешніх дверях вже цілувались.",1
1178,- А на ким висиш?,0
1179,- На Анничці чорнявій.,0
1180,"Анничка буцім не хотіла і упиралась, але десятки рук випихали її з тісної юрми, і гарячі уста піддавали охоти:

- Йди, дівонько, йди…

І Анничка обіймала за шию того, що висів, та смачно цілувала в уста при загальних радісних криках.",0
1181,Про тіло забули.,0
1182,"Тільки три баби лишились при нім та скорботно дивились скляними очима, як по жовтім застиглім обличчі лазила муха.",0
1183,Молодиці липли до гри.,0
1184,"З очима, в яких ще не встигло згаснуть смертельне світло і затертись образ мерця, вони охоче йшли цілуватись, байдужі до чоловіків, які так само обіймали та тулили чужих жінок.",0
1185,"Дзвінкі поцілунки лунали по хаті і сплітались з плачем сумної трембіти, що все ознаймляла далекі гори про смерть на самотній кичері.",-1
1186,Палагна не голосила більше.,0
1187,Вже було пізно і треба було прийняти гостей.,0
1188,Веселість все розпалялась.,0
1189,"Робилось душно, люди пріли у кептарах, дихали випаром поту, нудним чадом теплого воску та запахом трупа, що вже псувався.",0
1190,"Всі говорили вголос, наче забули, чого вони тут, оповідали свої пригоди і реготались.",0
1191,"Махали руками, гупали один одному в спину і моргали на челядь.",0
1192,"Ті, що не містились у хаті, розклали на подвір'ї вогонь і справляли коло нього веселі грища.",1
1193,"В сінях згасили світло, дівки дико пищали, а парубки душились од сміху.",-1
1194,Забава трясла стінами хати та била хвилями зойку в спокійне ложе мерця.,1
1195,Жовтий вогонь свічок притьмився в густому повітрі.,0
1196,Навіть старі приймали участь в забаві.,1
1197,"Безжурний регіт трусив їх сивим волоссям, розтягував зморшки та одкривав згнилі пеньки зубів.",0
1198,"Вони помагали молодшим ловити челядь, наставивши руки, що вже тремтіли.",0
1199,"Бряжчало намисто у молодиць на грудях, жіночий вереск роздирав вуха, гриміли ослони, зрушені з місця, і стукались в лаву, де лежав мрець.",-1
1200,"- Ха-ха!… Ха-ха!…- котилось од покуті до порога, і цілі ряди людей згинались од сміху удвоє, придушивши руками живіт.",0
1201,"Серед писку і глоти нестерпуче коцкав десь ""млин"" дерев'яним клекотом згуків.",-1
1202,- Що має молоти?,0
1203,- завзято вигукував мельник.,-1
1204,"- Маємо кукурудзу…- пхались до нього дівки, і сварились між собою жиди, приліпивши довгі бороди з клоччя.",-1
1205,"Тугий скруцак з рушника, мокрий і замашний, гатив з лускотом в спини направо й наліво.",-1
1206,"Від нього тікали, серед реготу й крику, перекидаючи стрічних, збиваючи пил і псуючи повітря.",-1
1207,"Поміст двигтів у хаті під вагою молодих ніг, і скакало на лаві тіло, трясучи жовтим обличчям, на якому усе ще грала загадкова усмішка смерті.",-1
